filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MSC_vo_00686_m02_g2_0388,3.56020E+02,6.85500E-07,2.02457E+00,2.02450E+00,6.51210E-09,2.45460E-13,7.03040E-05,9.99968E-01,7.64700E-01
MSC_vo_00686_m01_fd_0020,1.85757E+01,6.85500E-07,2.25905E+00,2.25905E+00,1.80312E-11,3.47298E-17,3.69851E-06,9.99999E-01,7.89210E-01
MSC_vo_00686_m02_g2_0538,4.93255E+02,6.85500E-07,2.01950E+00,2.01932E+00,1.24800E-08,6.52790E-13,9.74050E-05,9.99915E-01,7.65200E-01
MSC_vo_00686_m01_fd_0010,9.52515E+00,6.85500E-07,2.62650E+00,2.62650E+00,4.73187E-12,4.68158E-18,1.89835E-06,1.00000E+00,8.35606E-01
MSC_vo_00686_m01_fd_0028,2.56034E+01,6.85500E-07,2.05420E+00,2.05420E+00,3.42948E-11,9.09495E-17,5.09500E-06,9.99999E-01,7.65725E-01
MSC_vo_00686_m03_g1_1205,1.10480E+03,6.85500E-07,2.01221E+00,2.01202E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.99909E-01,7.45400E-01
MSC_vo_00686_m03_g1_2020,1.85109E+03,6.85500E-07,2.00865E+00,2.00806E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99707E-01,7.25100E-01
MSC_vo_00686_m03_g1_1660,1.52189E+03,6.85500E-07,2.00986E+00,2.00957E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99857E-01,7.34800E-01
MTC_vo_03800_003883_g2,6.42093E+01,3.80000E-06,2.07096E+00,1.34874E+00,6.50700E-09,2.45290E-13,7.03000E-05,6.51264E-01,8.96291E-01
MTC_vo_03800_000055_fd,9.05783E-01,3.80000E-06,7.06817E-02,5.71591E-02,1.31472E-12,6.85636E-19,1.02814E-06,8.08683E-01,2.01075E-01
MTC_vo_03800_000104_fd,1.72088E+00,3.80000E-06,4.04080E-01,3.73462E-01,4.74614E-12,4.70278E-18,1.87485E-06,9.24228E-01,5.80129E-01
MTC_vo_03800_000203_fd,3.35098E+00,3.80000E-06,1.71337E+00,1.64353E+00,1.79976E-11,3.47300E-17,3.68921E-06,9.59238E-01,7.93770E-01
MTC_vo_03800_002016_g2,3.33382E+01,3.80000E-06,2.14720E+00,1.60411E+00,1.75110E-09,3.43330E-14,3.65000E-05,7.47069E-01,8.56745E-01
MTC_vo_03800_002801_g2,4.63077E+01,3.80000E-06,2.07467E+00,1.43861E+00,3.37870E-09,9.20120E-14,5.07000E-05,6.93415E-01,8.72075E-01
MTC_vo_03800_000542_fd,8.96511E+00,3.80000E-06,2.51129E+00,2.31279E+00,1.28846E-10,6.65253E-16,9.91854E-06,9.20956E-01,7.90120E-01
MTC_vo_03800_000279_fd,4.61872E+00,3.80000E-06,2.53219E+00,2.43156E+00,3.41934E-11,9.09492E-17,5.08023E-06,9.60260E-01,8.31342E-01
MTC_vo_03800_001041_fd,1.72047E+01,3.80000E-06,2.18871E+00,1.83794E+00,4.75322E-10,4.70268E-15,1.89904E-05,8.39736E-01,7.83783E-01
MTC_vo_03800_000750_fd,1.24060E+01,3.80000E-06,2.34917E+00,2.08129E+00,2.46747E-10,1.76303E-15,1.37287E-05,8.85969E-01,7.80633E-01
MTC_vo_03800_071617_g1,1.18416E+03,3.80000E-06,2.00999E+00,1.04709E+00,3.79250E-06,1.53860E-09,2.56600E-03,5.20943E-01,9.72623E-01
MTC_vo_03800_051633_g1,8.53740E+02,3.80000E-06,2.01242E+00,1.05410E+00,1.97130E-06,5.76590E-10,1.85000E-03,5.23795E-01,9.71621E-01
MTC_vo_03800_012061_g2,1.99421E+02,3.80000E-06,2.03188E+00,1.14762E+00,7.84200E-08,7.34850E-12,2.81100E-04,5.64806E-01,9.38955E-01
MTC_vo_03800_009333_g2,1.54314E+02,3.80000E-06,2.03781E+00,1.16309E+00,4.04050E-08,3.40490E-12,1.87300E-04,5.70755E-01,9.35987E-01
MTC_vo_03800_000389_fd,6.42986E+00,3.80000E-06,2.81658E+00,2.67387E+00,6.62786E-11,2.45404E-16,7.07603E-06,9.49333E-01,8.24406E-01
MTC_vo_03800_027910_g1,4.61480E+02,3.80000E-06,2.01872E+00,1.08598E+00,5.76020E-07,9.10640E-11,1.00000E-03,5.37955E-01,9.65896E-01
MTC_vo_03800_014360_g2,2.37442E+02,3.80000E-06,2.02827E+00,1.12924E+00,1.15680E-07,1.24040E-11,3.54200E-04,5.56747E-01,9.44440E-01
MTC_vo_03800_000148_fd,2.44535E+00,3.80000E-06,9.45171E-01,8.97261E-01,9.58357E-12,1.34950E-17,2.72155E-06,9.49310E-01,7.14793E-01
MTC_vo_03800_018632_g1,3.08082E+02,3.80000E-06,2.02451E+00,1.11383E+00,2.27790E-07,2.70950E-11,5.93300E-04,5.50173E-01,9.59490E-01
MTC_vo_03800_020201_g1,3.34021E+02,3.80000E-06,2.02322E+00,1.11888E+00,3.01770E-07,3.45310E-11,7.23800E-04,5.53020E-01,9.58337E-01
MTC_vo_03800_005380_g2,8.89620E+01,3.80000E-06,2.05500E+00,1.25736E+00,1.24860E-08,6.52380E-13,9.74000E-05,6.11856E-01,9.18222E-01
MTC_vo_03800_037232_g1,6.15614E+02,3.80000E-06,2.01545E+00,1.06702E+00,1.02500E-06,2.16180E-10,1.33400E-03,5.29422E-01,9.69521E-01
MTC_vo_03800_005938_g2,9.81866E+01,3.80000E-06,2.05313E+00,1.23584E+00,1.52100E-08,8.77090E-13,1.07500E-04,6.01929E-01,9.24687E-01
MTC_vo_03800_016611_g1,2.74666E+02,3.80000E-06,2.02646E+00,1.12197E+00,1.74250E-07,1.92000E-11,4.69800E-04,5.53659E-01,9.57870E-01
MTC_vo_03800_000077_fd,1.26805E+00,3.80000E-06,1.84040E-01,1.63529E-01,2.57680E-12,1.88135E-18,1.39101E-06,8.88551E-01,3.77861E-01
MTC_vo_03800_001440_fd,2.38142E+01,3.80000E-06,2.03990E+00,1.59482E+00,9.11877E-10,1.24725E-14,2.63083E-05,7.81813E-01,7.98436E-01
MTC_vo_09750_000055_fd,3.53029E-01,9.75000E-06,2.92624E-02,5.85813E-04,1.31020E-12,6.85668E-19,9.31056E-07,2.00193E-02,6.19098E-02
MTC_vo_09750_003883_g2,2.50252E+01,9.75000E-06,2.14616E+00,1.20226E+00,6.49200E-09,2.45290E-13,7.02990E-05,5.60192E-01,9.42745E-01
MTC_vo_09750_016611_g2,1.07049E+02,9.75000E-06,2.03571E+00,1.04411E+00,1.74030E-07,1.92000E-11,4.69800E-04,5.12899E-01,9.65914E-01
MTC_vo_09750_000203_fd,1.30601E+00,9.75000E-06,1.68989E-01,5.71347E-02,1.80139E-11,3.47293E-17,3.72423E-06,3.38097E-01,3.98227E-01
MTC_vo_09750_000104_fd,6.70696E-01,9.75000E-06,6.29575E-02,6.54933E-03,4.75012E-12,4.70268E-18,1.86211E-06,1.04028E-01,1.14418E-01
MTC_vo_09750_020201_g2,1.30182E+02,9.75000E-06,2.03096E+00,1.04270E+00,3.01920E-07,3.45310E-11,7.23800E-04,5.13404E-01,9.65699E-01
MTC_vo_09750_018632_g2,1.20073E+02,9.75000E-06,2.03539E+00,1.04296E+00,2.28150E-07,2.70950E-11,5.93300E-04,5.12416E-01,9.65962E-01
MTC_vo_09750_071617_g1,4.61520E+02,9.75000E-06,2.01377E+00,1.02340E+00,3.79270E-06,1.53860E-09,2.56600E-03,5.08204E-01,9.86637E-01
MTC_vo_09750_000750_fd,4.83510E+00,9.75000E-06,1.35081E+00,9.47890E-01,2.46975E-10,1.76296E-15,1.36555E-05,7.01721E-01,8.89864E-01
MTC_vo_09750_001041_fd,6.70541E+00,9.75000E-06,1.90396E+00,1.38463E+00,4.75022E-10,4.70268E-15,1.89315E-05,7.27240E-01,9.21275E-01
MTC_vo_09750_000542_fd,3.49409E+00,9.75000E-06,8.59237E-01,5.59911E-01,1.28969E-10,6.65248E-16,9.93127E-06,6.51637E-01,8.29057E-01
MTC_vo_09750_000279_fd,1.80011E+00,9.75000E-06,2.85215E-01,1.32325E-01,3.42246E-11,9.09480E-17,5.12081E-06,4.63949E-01,6.01926E-01
MTC_vo_09750_009333_g2,6.01429E+01,9.75000E-06,2.05105E+00,1.05890E+00,4.04210E-08,3.40490E-12,1.87300E-04,5.16275E-01,9.61320E-01
MTC_vo_09750_012061_g2,7.77229E+01,9.75000E-06,2.04525E+00,1.05686E+00,7.84100E-08,7.34850E-12,2.81100E-04,5.16740E-01,9.63466E-01
MTC_vo_09750_051633_g1,3.32740E+02,9.75000E-06,2.01712E+00,1.02498E+00,1.97140E-06,5.76590E-10,1.85000E-03,5.08142E-01,9.86004E-01
MTC_vo_09750_014360_g2,9.25415E+01,9.75000E-06,2.03631E+00,1.04392E+00,1.15670E-07,1.24040E-11,3.54200E-04,5.12653E-01,9.64803E-01
MTC_vo_09750_002776_fd,1.78913E+01,9.75000E-06,2.22873E+00,1.37147E+00,3.38804E-09,8.93557E-14,5.07426E-05,6.15362E-01,9.52183E-01
MTC_vo_09750_027910_g1,1.79859E+02,9.75000E-06,2.02580E+00,1.03298E+00,5.76030E-07,9.10640E-11,1.00000E-03,5.09914E-01,9.83738E-01
MTC_vo_09750_000389_fd,2.50596E+00,9.75000E-06,5.02850E-01,2.91024E-01,6.63307E-11,2.45391E-16,7.13810E-06,5.78750E-01,7.33110E-01
MTC_vo_09750_000148_fd,9.53065E-01,9.75000E-06,1.02605E-01,2.20390E-02,9.59230E-12,1.34953E-17,2.63799E-06,2.14794E-01,2.26247E-01
MTC_vo_09750_001999_fd,1.28807E+01,9.75000E-06,2.31415E+00,1.55629E+00,1.75322E-09,3.33404E-14,3.64664E-05,6.72511E-01,9.44146E-01
MTC_vo_09750_005380_g2,3.46720E+01,9.75000E-06,2.04814E+00,1.07396E+00,1.24810E-08,6.52360E-13,9.73990E-05,5.24361E-01,9.53765E-01
MTC_vo_09750_005938_g2,3.82676E+01,9.75000E-06,2.03955E+00,1.05940E+00,1.52040E-08,8.77090E-13,1.07500E-04,5.19430E-01,9.56886E-01
MTC_vo_09750_037232_g1,2.39932E+02,9.75000E-06,2.02129E+00,1.02798E+00,1.02510E-06,2.16180E-10,1.33400E-03,5.08578E-01,9.85047E-01
MTC_vo_09750_000077_fd,4.94212E-01,9.75000E-06,4.26501E-02,2.12034E-03,2.57558E-12,1.88134E-18,1.39658E-06,4.97147E-02,7.30255E-02
MTC_vo_09750_001440_fd,9.28146E+00,9.75000E-06,2.24209E+00,1.60189E+00,9.10157E-10,1.24727E-14,2.62248E-05,7.14465E-01,9.36860E-01
MTC_vo_03058_3_g1_051633,1.06089E+03,3.05800E-06,2.00183E+00,1.08485E+00,1.97250E-06,5.76590E-10,1.85000E-03,5.41927E-01,9.24194E-01
MTC_vo_03058_1_fd_000077,1.57574E+00,3.05800E-06,1.41553E+00,3.45382E-01,2.57671E-12,1.88140E-18,1.41142E-06,2.43995E-01,5.69538E-01
MTC_vo_03058_1_fd_001440,2.95926E+01,3.05800E-06,2.01241E+00,1.07919E+00,9.12135E-10,1.24726E-14,2.62816E-05,5.36267E-01,9.06188E-01
MTC_vo_03058_1_fd_001041,2.13793E+01,3.05800E-06,2.01214E+00,1.06294E+00,4.75685E-10,4.70272E-15,1.89811E-05,5.28265E-01,9.04532E-01
MTC_vo_03058_1_fd_000104,2.13844E+00,3.05800E-06,1.63818E+00,5.06096E-01,4.74591E-12,4.70282E-18,1.90298E-05,3.08938E-01,7.04769E-01
MTC_vo_03058_1_fd_000542,1.11405E+01,3.05800E-06,1.97368E+00,9.91908E-01,1.28871E-10,6.65263E-16,9.87993E-06,5.02568E-01,8.94794E-01
MTC_vo_03058_3_g1_027910,5.73454E+02,3.05800E-06,2.00276E+00,1.08313E+00,5.76350E-07,9.10640E-11,1.00000E-03,5.40816E-01,9.23762E-01
MTC_vo_03058_1_fd_000055,1.12556E+00,3.05800E-06,1.14111E+00,1.95813E-01,1.31468E-12,6.85620E-19,1.04640E-05,1.71599E-01,3.37267E-01
MTC_vo_03058_3_g1_071617,1.47149E+03,3.05800E-06,2.00147E+00,1.08553E+00,3.79410E-06,1.53860E-09,2.56600E-03,5.42364E-01,9.24343E-01
MTC_vo_03058_2_g2_005380,1.10548E+02,3.05800E-06,2.00702E+00,1.10522E+00,1.25020E-08,6.52380E-13,9.74000E-05,5.50676E-01,9.10026E-01
MTC_vo_03058_1_fd_000203,4.16401E+00,3.05800E-06,1.94793E+00,8.13446E-01,1.79979E-11,3.47287E-17,3.69889E-06,4.17594E-01,8.44847E-01
MTC_vo_03058_2_g2_009333,1.91757E+02,3.05800E-06,2.00561E+00,1.09999E+00,4.04620E-08,3.40490E-12,1.87300E-04,5.48457E-01,9.13300E-01
MTC_vo_03058_1_fd_000279,5.73936E+00,3.05800E-06,2.01683E+00,9.10101E-01,3.41948E-11,9.09465E-17,5.11031E-06,4.51252E-01,8.75078E-01
MTC_vo_03058_3_g1_018632,3.82836E+02,3.05800E-06,2.00362E+00,1.08199E+00,2.27740E-07,2.70950E-11,5.93300E-04,5.40018E-01,9.22394E-01
MTC_vo_03058_3_g1_020201,4.15068E+02,3.05800E-06,2.00343E+00,1.08190E+00,3.01950E-07,3.45310E-11,7.23800E-04,5.40024E-01,9.23400E-01
MTC_vo_03058_2_g2_005938,1.22011E+02,3.05800E-06,2.00670E+00,1.10640E+00,1.52300E-08,8.77090E-13,1.07500E-04,5.51350E-01,9.10096E-01
MTC_vo_03058_3_g1_016611,3.41311E+02,3.05800E-06,2.00391E+00,1.08706E+00,1.74210E-07,1.92000E-11,4.69800E-04,5.42473E-01,9.20108E-01
MTC_vo_03058_1_fd_000750,1.54160E+01,3.05800E-06,1.99619E+00,1.03495E+00,2.47014E-10,1.76295E-15,1.36762E-05,5.18463E-01,9.00928E-01
MTC_vo_03058_2_g2_012061,2.47809E+02,3.05800E-06,2.00447E+00,1.09060E+00,7.84950E-08,7.34850E-12,2.81100E-04,5.44083E-01,9.17842E-01
MTC_vo_03058_2_g2_002801,5.75441E+01,3.05800E-06,2.00919E+00,1.09457E+00,3.38610E-09,9.20130E-14,5.07000E-05,5.44781E-01,9.09741E-01
MTC_vo_03058_2_g2_002016,4.14274E+01,3.05800E-06,2.01047E+00,1.08701E+00,1.75500E-09,3.43330E-14,3.65000E-05,5.40675E-01,9.08153E-01
MTC_vo_03058_1_fd_000389,7.98996E+00,3.05800E-06,2.04961E+00,9.78072E-01,6.62718E-11,2.45399E-16,7.10576E-06,4.77199E-01,8.92549E-01
MTC_vo_03058_1_fd_000148,3.03873E+00,3.05800E-06,1.83322E+00,6.85007E-01,9.58383E-12,1.34955E-17,2.67683E-06,3.73664E-01,7.92588E-01
MTC_vo_03058_3_g1_014360,2.95056E+02,3.05800E-06,2.00430E+00,1.09053E+00,1.15370E-07,1.24040E-11,3.54200E-04,5.44094E-01,9.16867E-01
MTC_vo_03058_3_g1_037232,7.64988E+02,3.05800E-06,2.00228E+00,1.08402E+00,1.02560E-06,2.16180E-10,1.33400E-03,5.41394E-01,9.23998E-01
MTC_vo_03058_2_g2_003883,7.97892E+01,3.05800E-06,2.00808E+00,1.10050E+00,6.51310E-09,2.45290E-13,7.03000E-05,5.48036E-01,9.09846E-01
MTC_vo_01159_2_g2_000757,4.10271E+01,1.15900E-06,2.17934E+00,2.17887E+00,2.46700E-10,1.81550E-15,1.37000E-05,9.99784E-01,7.86607E-01
MTC_vo_01159_1_fd_000104,5.64216E+00,1.15900E-06,2.38933E+00,2.38929E+00,4.74613E-12,4.70263E-18,1.89994E-06,9.99980E-01,8.67382E-01
MTC_vo_01159_3_g1_051633,2.79915E+03,1.15900E-06,2.00682E+00,1.99127E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.92249E-01,7.35232E-01
MTC_vo_01159_1_fd_000077,4.15752E+00,1.15900E-06,1.61882E+00,1.61878E+00,2.57685E-12,1.88134E-18,1.40190E-06,9.99979E-01,8.43417E-01
MTC_vo_01159_1_fd_000055,2.96980E+00,1.15900E-06,8.64521E-01,8.64498E-01,1.31466E-12,6.85649E-19,9.96087E-07,9.99974E-01,7.71278E-01
MTC_vo_01159_3_g1_071617,3.88250E+03,1.15900E-06,2.00549E+00,1.98418E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.89376E-01,7.36613E-01
MTC_vo_01159_3_g1_009333,5.05948E+02,1.15900E-06,2.02134E+00,2.01692E+00,4.04460E-08,3.40490E-12,1.87300E-04,9.97811E-01,7.56819E-01
MTC_vo_01159_2_g2_005380,2.91679E+02,1.15900E-06,2.02957E+00,2.02659E+00,1.24780E-08,6.52380E-13,9.74000E-05,9.98532E-01,7.51605E-01
MTC_vo_01159_1_fd_000203,1.09867E+01,1.15900E-06,2.50286E+00,2.50276E+00,1.79975E-11,3.47292E-17,3.70766E-06,9.99960E-01,8.28889E-01
MTC_vo_01159_3_g1_012061,6.53838E+02,1.15900E-06,2.01799E+00,2.01297E+00,7.86200E-08,7.34850E-12,2.81100E-04,9.97513E-01,7.52447E-01
MTC_vo_01159_2_g2_001050,5.68981E+01,1.15900E-06,2.08735E+00,2.08669E+00,4.74500E-10,4.84260E-15,1.90000E-05,9.99685E-01,7.65195E-01
MTC_vo_01159_1_fd_000542,2.93940E+01,1.15900E-06,2.02407E+00,2.02379E+00,1.29250E-10,6.65266E-16,9.90553E-06,9.99864E-01,7.69458E-01
MTC_vo_01159_3_g1_027910,1.51305E+03,1.15900E-06,2.01028E+00,2.00165E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.95705E-01,7.33421E-01
MTC_vo_01159_3_g1_016611,9.00543E+02,1.15900E-06,2.01453E+00,2.00859E+00,1.74250E-07,1.92000E-11,4.69800E-04,9.97051E-01,7.41341E-01
MTC_vo_01159_2_g2_002801,1.51828E+02,1.15900E-06,2.04112E+00,2.03956E+00,3.37800E-09,9.20120E-14,5.07000E-05,9.99237E-01,7.41744E-01
MTC_vo_01159_3_g1_018633,1.01011E+03,1.15900E-06,2.01346E+00,2.00694E+00,2.27780E-07,2.70950E-11,5.93300E-04,9.96761E-01,7.34416E-01
MTC_vo_01159_1_fd_000279,1.51434E+01,1.15900E-06,2.34251E+00,2.34238E+00,3.42277E-11,9.09508E-17,5.09111E-06,9.99941E-01,8.08457E-01
MTC_vo_01159_2_g2_005938,3.21923E+02,1.15900E-06,2.02741E+00,2.02420E+00,1.51900E-08,8.77090E-13,1.07500E-04,9.98417E-01,7.54141E-01
MTC_vo_01159_3_g1_020201,1.09515E+03,1.15900E-06,2.01275E+00,2.00637E+00,3.01750E-07,3.45310E-11,7.23800E-04,9.96830E-01,7.32759E-01
MTC_vo_01159_3_g1_037232,2.01841E+03,1.15900E-06,2.00848E+00,1.99712E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.94342E-01,7.34220E-01
MTC_vo_01159_2_g2_003883,2.10522E+02,1.15900E-06,2.03551E+00,2.03330E+00,6.50040E-09,2.45290E-13,7.03000E-05,9.98912E-01,7.49607E-01
MTC_vo_01159_2_g2_002016,1.09304E+02,1.15900E-06,2.06644E+00,2.06531E+00,1.75080E-09,3.43320E-14,3.65000E-05,9.99454E-01,7.47898E-01
MTC_vo_01159_2_g2_001453,7.87599E+01,1.15900E-06,2.07854E+00,2.07769E+00,9.09000E-10,1.28440E-14,2.63000E-05,9.99591E-01,7.51895E-01
MTC_vo_01159_1_fd_000148,8.01755E+00,1.15900E-06,2.77863E+00,2.77856E+00,9.58430E-12,1.34951E-17,2.69312E-06,9.99975E-01,8.62750E-01
MTC_vo_01159_3_g1_014360,7.78499E+02,1.15900E-06,2.01601E+00,2.01026E+00,1.15400E-07,1.24040E-11,3.54200E-04,9.97148E-01,7.49509E-01
MTC_vo_01159_1_fd_000389,2.10812E+01,1.15900E-06,2.18578E+00,2.18558E+00,6.64267E-11,2.45393E-16,7.10173E-06,9.99911E-01,7.88035E-01
MSC_vo_01365_m02_g2_0202,9.28168E+01,1.36500E-06,2.03724E+00,2.03278E+00,1.75500E-09,3.43410E-14,3.64970E-05,9.97809E-01,7.67600E-01
MSC_vo_01365_m03_g1_3722,1.71332E+03,1.36500E-06,2.00701E+00,1.96233E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.77738E-01,7.44400E-01
MSC_vo_01365_m01_fd_0008,3.53132E+00,1.36500E-06,1.19270E+00,1.19256E+00,2.57862E-12,1.88332E-18,1.39038E-06,9.99885E-01,8.13592E-01
MSC_vo_01365_m01_fd_0039,1.78999E+01,1.36500E-06,2.29187E+00,2.29106E+00,6.63844E-11,2.45399E-16,7.10396E-06,9.99649E-01,8.04155E-01
MSC_vo_01365_m01_fd_0054,2.49579E+01,1.36500E-06,2.06824E+00,2.06711E+00,1.29222E-10,6.65258E-16,9.90644E-06,9.99453E-01,7.79099E-01
MSC_vo_01365_m02_g2_0145,6.69050E+01,1.36500E-06,2.04668E+00,2.04345E+00,9.11900E-10,1.28620E-14,2.63090E-05,9.98421E-01,7.74800E-01
MSC_vo_01365_m03_g1_5162,2.37604E+03,1.36500E-06,2.00563E+00,1.94465E+00,1.97830E-06,5.76100E-10,1.85000E-03,9.69593E-01,7.48000E-01
MSC_vo_01365_m02_g2_0105,4.83422E+01,1.36500E-06,2.06481E+00,2.06251E+00,4.76080E-10,4.85190E-15,1.90090E-05,9.98891E-01,7.81000E-01
MSC_vo_01365_m03_g1_2790,1.28435E+03,1.36500E-06,2.00849E+00,1.97451E+00,5.78000E-07,9.09890E-11,1.00000E-03,9.83084E-01,7.41700E-01
MSC_vo_01365_m01_fd_0015,6.81062E+00,1.36500E-06,2.68694E+00,2.68665E+00,9.59275E-12,1.35132E-17,2.69386E-06,9.99893E-01,8.73630E-01
MSC_vo_01365_m02_g2_0594,2.73367E+02,1.36500E-06,2.02392E+00,2.01129E+00,1.52240E-08,8.77350E-13,1.07490E-04,9.93758E-01,7.74900E-01
MSC_vo_01365_m03_g1_1862,8.57285E+02,1.36500E-06,2.01112E+00,1.98535E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.87187E-01,7.41800E-01
MSC_vo_01365_m03_g1_1435,6.60531E+02,1.36500E-06,2.01323E+00,1.99006E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.88494E-01,7.56300E-01
MSC_vo_01365_m03_g1_7160,3.29564E+03,1.36500E-06,2.00453E+00,1.92164E+00,3.80580E-06,1.53730E-09,2.56600E-03,9.58650E-01,7.53200E-01
MSC_vo_01365_m02_g2_0280,1.28949E+02,1.36500E-06,2.03951E+00,2.03332E+00,3.38740E-09,9.20850E-14,5.07050E-05,9.96964E-01,7.70000E-01
MSC_vo_01365_m02_g2_0388,1.78783E+02,1.36500E-06,2.03781E+00,2.02950E+00,6.51140E-09,2.45420E-13,7.03010E-05,9.95921E-01,7.72900E-01
MSC_vo_01365_m01_fd_0005,2.52098E+00,1.36500E-06,5.81936E-01,5.81844E-01,1.31408E-12,6.85134E-19,9.99334E-07,9.99842E-01,7.24744E-01
MSC_vo_01365_m01_fd_0075,3.46285E+01,1.36500E-06,2.05780E+00,2.05621E+00,2.48811E-10,1.77710E-15,1.37083E-05,9.99227E-01,7.74561E-01
MSC_vo_01365_m01_fd_0028,1.28411E+01,1.36500E-06,2.40268E+00,2.40211E+00,3.41059E-11,9.05915E-17,5.10529E-06,9.99763E-01,8.19498E-01
MSC_vo_01365_m01_fd_0010,4.78908E+00,1.36500E-06,1.95676E+00,1.95656E+00,4.74290E-12,4.69796E-18,1.89004E-06,9.99900E-01,8.58928E-01
MSC_vo_01365_m02_g2_0538,2.47678E+02,1.36500E-06,2.02314E+00,2.01161E+00,1.24780E-08,6.52520E-13,9.73920E-05,9.94301E-01,7.72700E-01
MSC_vo_01365_m02_g2_0932,4.29159E+02,1.36500E-06,2.01843E+00,2.00028E+00,4.03430E-08,3.39460E-12,1.87310E-04,9.91007E-01,7.62600E-01
MSC_vo_01365_m01_fd_0020,9.31821E+00,1.36500E-06,2.67346E+00,2.67306E+00,1.79582E-11,3.46128E-17,3.69319E-06,9.99849E-01,8.50696E-01
MSC_vo_01365_m03_g1_1660,7.64292E+02,1.36500E-06,2.01200E+00,1.98844E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.88287E-01,7.48700E-01
MSC_vo_01365_m03_g1_2020,9.29614E+02,1.36500E-06,2.01053E+00,1.98566E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.87630E-01,7.39700E-01
MSC_vo_01365_m03_g1_1205,5.54826E+02,1.36500E-06,2.01486E+00,1.99460E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.89945E-01,7.58800E-01
MTC_vo_00210_2_g2_000204,6.11526E+01,2.10000E-07,2.08012E+00,2.08005E+00,1.79940E-11,3.57630E-17,3.70000E-06,9.99969E-01,7.23938E-01
MTC_vo_00210_3_g1_037232,1.11397E+04,2.10000E-07,2.00227E+00,2.00180E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99762E-01,6.81175E-01
MTC_vo_00210_3_g1_014360,4.29657E+03,2.10000E-07,2.00429E+00,2.00413E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99918E-01,6.98085E-01
MTC_vo_00210_3_g1_016611,4.97014E+03,2.10000E-07,2.00390E+00,2.00366E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99883E-01,6.88700E-01
MTC_vo_00210_3_g1_005380,1.60979E+03,2.10000E-07,2.00826E+00,2.00810E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99921E-01,7.21438E-01
MTC_vo_00210_3_g1_020201,6.04419E+03,2.10000E-07,2.00342E+00,2.00294E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99763E-01,6.81266E-01
MTC_vo_00210_3_g1_018632,5.57482E+03,2.10000E-07,2.00361E+00,2.00325E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99823E-01,6.82414E-01
MTC_vo_00210_3_g1_005938,1.77672E+03,2.10000E-07,2.00773E+00,2.00757E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99920E-01,7.21450E-01
MTC_vo_00210_3_g1_071617,2.14277E+04,2.10000E-07,2.00147E+00,2.00099E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99761E-01,6.81282E-01
MTC_vo_00210_1_fd_000055,1.63904E+01,2.10000E-07,2.24550E+00,2.24550E+00,1.31644E-12,6.85638E-19,9.99334E-07,1.00000E+00,7.27604E-01
MTC_vo_00210_3_g1_009333,2.79235E+03,2.10000E-07,2.00572E+00,2.00565E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99964E-01,7.02910E-01
MTC_vo_00210_3_g1_002801,8.37948E+02,2.10000E-07,2.01276E+00,2.01261E+00,3.38820E-09,9.20120E-14,5.07000E-05,9.99924E-01,7.21326E-01
MTC_vo_00210_2_g2_000547,1.63624E+02,2.10000E-07,2.03811E+00,2.03801E+00,1.28910E-10,6.85060E-16,9.90000E-06,9.99951E-01,7.00908E-01
MTC_vo_00210_3_g1_012061,3.60857E+03,2.10000E-07,2.00482E+00,2.00468E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99928E-01,6.99873E-01
MTC_vo_00210_2_g2_000149,4.46249E+01,2.10000E-07,2.08314E+00,2.08309E+00,9.58200E-12,1.38970E-17,2.70000E-06,9.99975E-01,7.39989E-01
MTC_vo_00210_2_g2_001050,3.14024E+02,2.10000E-07,2.02391E+00,2.02375E+00,4.74830E-10,4.84260E-15,1.90000E-05,9.99922E-01,7.03370E-01
MTC_vo_00210_3_g1_027910,8.35058E+03,2.10000E-07,2.00276E+00,2.00228E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99762E-01,6.81205E-01
