filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MTC_vo_00210_1_fd_000104,3.11395E+01,2.10000E-07,2.15145E+00,2.15145E+00,4.76084E-12,4.70272E-18,1.89840E-06,1.00000E+00,7.22351E-01
MTC_vo_00210_2_g2_000392,1.17347E+02,2.10000E-07,2.04636E+00,2.04624E+00,6.62470E-11,2.52700E-16,7.10000E-06,9.99942E-01,6.96939E-01
MTC_vo_00210_3_g1_001453,4.34680E+02,2.10000E-07,2.01977E+00,2.01963E+00,9.11720E-10,1.28440E-14,2.63000E-05,9.99929E-01,7.21111E-01
MTC_vo_00210_2_g2_000757,2.26426E+02,2.10000E-07,2.03020E+00,2.03007E+00,2.46770E-10,1.81540E-15,1.37000E-05,9.99936E-01,7.02672E-01
MTC_vo_00210_3_g1_002016,6.03257E+02,2.10000E-07,2.01589E+00,2.01574E+00,1.75600E-09,3.43320E-14,3.65000E-05,9.99926E-01,7.21235E-01
MTC_vo_00210_3_g1_003883,1.16188E+03,2.10000E-07,2.01026E+00,2.01011E+00,6.51420E-09,2.45290E-13,7.03000E-05,9.99922E-01,7.21391E-01
MTC_vo_00210_3_g1_051633,1.54486E+04,2.10000E-07,2.00183E+00,2.00135E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99761E-01,6.81218E-01
MTC_vo_00210_1_fd_000077,2.29458E+01,2.10000E-07,2.04441E+00,2.04441E+00,2.58344E-12,1.88139E-18,1.40040E-06,1.00000E+00,7.07783E-01
MTC_vo_00210_2_g2_000282,8.42911E+01,2.10000E-07,2.06209E+00,2.06199E+00,3.41820E-11,9.36560E-17,5.10000E-06,9.99950E-01,7.04376E-01
MSC_vo_00674_m03_g1_2790,2.60302E+03,6.73500E-07,2.00584E+00,2.00524E+00,5.78000E-07,9.09880E-11,1.00000E-03,9.99705E-01,7.25100E-01
MSC_vo_00674_m02_g2_0105,9.79549E+01,6.73500E-07,2.05307E+00,2.05294E+00,4.75150E-10,4.84870E-15,1.90050E-05,9.99935E-01,7.69900E-01
MSC_vo_00674_m01_fd_0015,1.37871E+01,6.74000E-07,2.36470E+00,2.36470E+00,9.58964E-12,1.34957E-17,2.70321E-06,1.00000E+00,8.03543E-01
MSC_vo_00674_m02_g2_0076,7.06071E+01,6.73500E-07,2.06785E+00,2.06773E+00,2.46870E-10,1.81590E-15,1.36990E-05,9.99944E-01,7.75500E-01
MSC_vo_00674_m03_g1_1862,1.73748E+03,6.73500E-07,2.00764E+00,2.00725E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.99806E-01,7.27000E-01
MSC_vo_00674_m03_g1_1435,1.33872E+03,6.73500E-07,2.00909E+00,2.00890E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.99906E-01,7.42200E-01
MSC_vo_00674_m03_g1_7160,6.67937E+03,6.73500E-07,2.00311E+00,2.00242E+00,3.80580E-06,1.53730E-09,2.56600E-03,9.99653E-01,7.25100E-01
MSC_vo_00674_m02_g2_0280,2.61324E+02,6.73500E-07,2.02882E+00,2.02865E+00,3.38170E-09,9.20630E-14,5.07010E-05,9.99919E-01,7.63400E-01
MSC_vo_00674_m03_g1_0538,5.02018E+02,6.73500E-07,2.01748E+00,2.01731E+00,1.25110E-08,6.52690E-13,9.74000E-05,9.99912E-01,7.64400E-01
MSC_vo_00674_m02_g2_0055,5.10492E+01,6.73500E-07,2.09765E+00,2.09756E+00,1.29050E-10,6.86300E-16,9.90440E-06,9.99954E-01,7.84100E-01
MSC_vo_00674_m02_g2_0202,1.88120E+02,6.73500E-07,2.03534E+00,2.03518E+00,1.75250E-09,3.43440E-14,3.64980E-05,9.99923E-01,7.63900E-01
MSC_vo_00674_m03_g1_3722,3.47243E+03,6.73500E-07,2.00482E+00,2.00422E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.99704E-01,7.25100E-01
MSC_vo_00674_m03_g1_0932,8.69736E+02,6.73500E-07,2.01212E+00,2.01204E+00,4.03290E-08,3.39400E-12,1.87300E-04,9.99958E-01,7.49100E-01
MSC_vo_00674_m01_fd_0039,3.62093E+01,6.74000E-07,2.13118E+00,2.13118E+00,6.63193E-11,2.44550E-16,7.10130E-06,9.99999E-01,7.71089E-01
MSC_vo_00674_m01_fd_0008,7.14537E+00,6.74000E-07,2.77648E+00,2.77648E+00,2.57405E-12,1.87832E-18,1.40524E-06,1.00000E+00,8.63455E-01
MSC_vo_00674_m02_g2_0145,1.35581E+02,6.73500E-07,2.04305E+00,2.04290E+00,9.10250E-10,1.28570E-14,2.63050E-05,9.99929E-01,7.65600E-01
MSC_vo_00674_m03_g1_5162,4.81558E+03,6.73500E-07,2.00387E+00,2.00318E+00,1.97820E-06,5.76100E-10,1.85000E-03,9.99653E-01,7.25000E-01
MSC_vo_00674_m01_fd_0010,9.69700E+00,6.74000E-07,2.61073E+00,2.61073E+00,4.74098E-12,4.69511E-18,1.89869E-06,1.00000E+00,8.33465E-01
MSC_vo_00674_m01_fd_0028,2.60403E+01,6.74000E-07,2.05211E+00,2.05211E+00,3.42959E-11,9.09491E-17,5.10607E-06,9.99999E-01,7.65375E-01
MSC_vo_00674_m01_fd_0020,1.88926E+01,6.74000E-07,2.25045E+00,2.25045E+00,1.80336E-11,3.47293E-17,3.70083E-06,1.00000E+00,7.87462E-01
MSC_vo_00674_m03_g1_2020,1.88407E+03,6.73500E-07,2.00724E+00,2.00675E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99756E-01,7.24900E-01
MSC_vo_00674_m03_g1_1660,1.54901E+03,6.73500E-07,2.00825E+00,2.00796E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99856E-01,7.34500E-01
MSC_vo_00674_m03_g1_1205,1.12449E+03,6.73500E-07,2.01021E+00,2.01003E+00,7.84920E-08,7.33520E-12,2.81100E-04,9.99907E-01,7.45200E-01
MSC_vo_00674_m03_g1_0594,5.54072E+02,6.73500E-07,2.01637E+00,2.01619E+00,1.52410E-08,8.77500E-13,1.07500E-04,9.99911E-01,7.64400E-01
MSC_vo_00674_m01_fd_0005,5.10805E+00,6.74000E-07,2.23648E+00,2.23648E+00,1.31537E-12,6.86146E-19,9.97615E-07,1.00000E+00,8.58449E-01
MSC_vo_00674_m02_g2_0388,3.62319E+02,6.73500E-07,2.02273E+00,2.02256E+00,6.51050E-09,2.45370E-13,7.02960E-05,9.99915E-01,7.64800E-01
MTC_vo_00470_027910_g1,3.73111E+03,4.70000E-07,2.00568E+00,2.00522E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99768E-01,7.20699E-01
MTC_vo_00470_000148_fd,1.97710E+01,4.70000E-07,2.20239E+00,2.20239E+00,9.60467E-12,1.34952E-17,2.70038E-06,1.00000E+00,7.76224E-01
MTC_vo_00470_003883_g1,5.19139E+02,4.70000E-07,2.02116E+00,2.02102E+00,6.51420E-09,2.45290E-13,7.03000E-05,9.99931E-01,7.59624E-01
MTC_vo_00470_001050_g2,1.40308E+02,4.70000E-07,2.05374E+00,2.05360E+00,4.74410E-10,4.84260E-15,1.90000E-05,9.99930E-01,7.32649E-01
MTC_vo_00470_000547_g2,7.31084E+01,4.70000E-07,2.08594E+00,2.08585E+00,1.28820E-10,6.85060E-16,9.90000E-06,9.99958E-01,7.47635E-01
MTC_vo_00470_016611_g1,2.22070E+03,4.70000E-07,2.00803E+00,2.00781E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99889E-01,7.28939E-01
MTC_vo_00470_037232_g1,4.97731E+03,4.70000E-07,2.00469E+00,2.00422E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99768E-01,7.20637E-01
MTC_vo_00470_020201_g1,2.70059E+03,4.70000E-07,2.00705E+00,2.00660E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99774E-01,7.20772E-01
MTC_vo_00470_018632_g1,2.49088E+03,4.70000E-07,2.00744E+00,2.00710E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99829E-01,7.22064E-01
MTC_vo_00470_000077_fd,1.02523E+01,4.70000E-07,2.53320E+00,2.53320E+00,2.57664E-12,1.88134E-18,1.39881E-06,1.00000E+00,8.20186E-01
MTC_vo_00470_002801_g1,3.74402E+02,4.70000E-07,2.02632E+00,2.02619E+00,3.38800E-09,9.20120E-14,5.07000E-05,9.99938E-01,7.59743E-01
MTC_vo_00470_009333_g1,1.24765E+03,4.70000E-07,2.01180E+00,2.01174E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99971E-01,7.44499E-01
MTC_vo_00470_001453_g2,1.94219E+02,4.70000E-07,2.04279E+00,2.04262E+00,9.09780E-10,1.28440E-14,2.63000E-05,9.99916E-01,7.39208E-01
MTC_vo_00470_012061_g1,1.61234E+03,4.70000E-07,2.00994E+00,2.00980E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99930E-01,7.40267E-01
MTC_vo_00470_014360_g1,1.91974E+03,4.70000E-07,2.00885E+00,2.00869E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99919E-01,7.37463E-01
MTC_vo_00470_000055_fd,7.32331E+00,4.70000E-07,2.79353E+00,2.79353E+00,1.31488E-12,6.85625E-19,1.00236E-06,1.00000E+00,8.56907E-01
MTC_vo_00470_000392_g2,5.24309E+01,4.70000E-07,2.10338E+00,2.10331E+00,6.62590E-11,2.52690E-16,7.10000E-06,9.99967E-01,7.62303E-01
MTC_vo_00470_005938_g1,7.93852E+02,4.70000E-07,2.01595E+00,2.01580E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99928E-01,7.59754E-01
MTC_vo_00470_002016_g2,2.69540E+02,4.70000E-07,2.03315E+00,2.03295E+00,1.75230E-09,3.43320E-14,3.65000E-05,9.99902E-01,7.40426E-01
MTC_vo_00470_005380_g1,7.19267E+02,4.70000E-07,2.01703E+00,2.01689E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99929E-01,7.59728E-01
MTC_vo_00470_000104_fd,1.39136E+01,4.70000E-07,2.35360E+00,2.35360E+00,4.74875E-12,4.70288E-18,1.89999E-06,1.00000E+00,7.96879E-01
MTC_vo_00470_000203_fd,2.70927E+01,4.70000E-07,2.03210E+00,2.03210E+00,1.80530E-11,3.47288E-17,3.70274E-06,1.00000E+00,7.57647E-01
MTC_vo_00470_071617_g1,9.57409E+03,4.70000E-07,2.00303E+00,2.00256E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99767E-01,7.20751E-01
MTC_vo_00470_000279_fd,3.73429E+01,4.70000E-07,2.14621E+00,2.14621E+00,3.42991E-11,9.09498E-17,5.10155E-06,1.00000E+00,7.66998E-01
MTC_vo_00470_000757_g2,1.01169E+02,4.70000E-07,2.06874E+00,2.06861E+00,2.46660E-10,1.81540E-15,1.37000E-05,9.99936E-01,7.36135E-01
MTC_vo_00470_051633_g1,6.90258E+03,4.70000E-07,2.00377E+00,2.00331E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99772E-01,7.20838E-01
MTC_vo_00810_3_g1_018632,1.44532E+03,8.10000E-07,2.00981E+00,2.00903E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99616E-01,7.29016E-01
MTC_vo_00810_3_g1_020201,1.56701E+03,8.10000E-07,2.00929E+00,2.00843E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99571E-01,7.27537E-01
MTC_vo_00810_3_g1_005380,4.17353E+02,8.10000E-07,2.02245E+00,2.02210E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99827E-01,7.66233E-01
MTC_vo_00810_1_fd_000279,2.16680E+01,8.10000E-07,2.15112E+00,2.15111E+00,3.42778E-11,9.09488E-17,5.10505E-06,9.99996E-01,7.79601E-01
MTC_vo_00810_3_g1_016611,1.28855E+03,8.10000E-07,2.01059E+00,2.00997E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99691E-01,7.35955E-01
MTC_vo_00810_2_g2_002801,2.17246E+02,8.10000E-07,2.03784E+00,2.03766E+00,3.38100E-09,9.20120E-14,5.07000E-05,9.99912E-01,7.46082E-01
MTC_vo_00810_2_g2_002016,1.56400E+02,8.10000E-07,2.04458E+00,2.04443E+00,1.75230E-09,3.43320E-14,3.65000E-05,9.99925E-01,7.44355E-01
MTC_vo_00810_1_fd_000389,3.01643E+01,8.10000E-07,2.01100E+00,2.01098E+00,6.64779E-11,2.45391E-16,7.10324E-06,9.99993E-01,7.62424E-01
MTC_vo_00810_1_fd_000148,1.14721E+01,8.10000E-07,2.45465E+00,2.45464E+00,9.58431E-12,1.34954E-17,2.69433E-06,9.99998E-01,8.18363E-01
MTC_vo_00810_3_g1_014360,1.11393E+03,8.10000E-07,2.01167E+00,2.01112E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99727E-01,7.44204E-01
MTC_vo_00810_2_g2_001453,1.12695E+02,8.10000E-07,2.04956E+00,2.04940E+00,9.09000E-10,1.28440E-14,2.63000E-05,9.99920E-01,7.40642E-01
MTC_vo_00810_2_g2_003883,3.01229E+02,8.10000E-07,2.02591E+00,2.02569E+00,6.49620E-09,2.45290E-13,7.03000E-05,9.99893E-01,7.48730E-01
MTC_vo_00810_3_g1_037232,2.88807E+03,8.10000E-07,2.00618E+00,2.00498E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99400E-01,7.27608E-01
MTC_vo_00810_1_fd_000077,5.94885E+00,8.10000E-07,2.54061E+00,2.54061E+00,2.57684E-12,1.88135E-18,1.40518E-06,9.99999E-01,8.66703E-01
MTC_vo_00810_3_g1_051633,4.00520E+03,8.10000E-07,2.00497E+00,2.00347E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99254E-01,7.27750E-01
MTC_vo_00810_2_g2_000757,5.87031E+01,8.10000E-07,2.06906E+00,2.06898E+00,2.46700E-10,1.81540E-15,1.37000E-05,9.99958E-01,7.59651E-01
MTC_vo_00810_1_fd_000104,8.07318E+00,8.10000E-07,2.77757E+00,2.77757E+00,4.74585E-12,4.70266E-18,1.89506E-06,9.99999E-01,8.56754E-01
MTC_vo_00810_3_g1_027910,2.16497E+03,8.10000E-07,2.00749E+00,2.00647E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99490E-01,7.27685E-01
MTC_vo_00810_2_g2_001050,8.14135E+01,8.10000E-07,2.06754E+00,2.06741E+00,4.74410E-10,4.84260E-15,1.90000E-05,9.99936E-01,7.46159E-01
MTC_vo_00810_3_g1_012061,9.35554E+02,8.10000E-07,2.01310E+00,2.01263E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99762E-01,7.47210E-01
MTC_vo_00810_2_g2_000547,4.24205E+01,8.10000E-07,2.14677E+00,2.14672E+00,1.28820E-10,6.85040E-16,9.89990E-06,9.99977E-01,7.80947E-01
MTC_vo_00810_3_g1_009333,7.23943E+02,8.10000E-07,2.01555E+00,2.01518E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99818E-01,7.51474E-01
MTC_vo_00810_3_g1_071617,5.55534E+03,8.10000E-07,2.00400E+00,2.00208E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99044E-01,7.27772E-01
MTC_vo_00810_1_fd_000055,4.24932E+00,8.10000E-07,1.72846E+00,1.72846E+00,1.31464E-12,6.85619E-19,1.00554E-06,9.99999E-01,8.45789E-01
MTC_vo_00810_1_fd_000203,1.57206E+01,8.10000E-07,2.31827E+00,2.31826E+00,1.80199E-11,3.47302E-17,3.69987E-06,9.99997E-01,8.00697E-01
MTC_vo_00810_3_g1_005938,4.60630E+02,8.10000E-07,2.02102E+00,2.02065E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99816E-01,7.66276E-01
MSC_vo_10800_m01_fd_0020,1.17914E+00,1.08000E-05,3.95723E-01,2.89535E-02,1.80169E-11,3.47381E-17,3.78152E-06,7.31660E-02,3.36687E-01
MSC_vo_10800_m01_fd_0278,1.61517E+01,1.08000E-05,1.78297E+00,8.01498E-01,3.38689E-09,8.93528E-14,5.07068E-05,4.49530E-01,9.69455E-01
MSC_vo_10800_m02_g2_0933,5.42542E+01,1.08000E-05,1.94844E+00,9.54559E-01,4.03380E-08,3.39710E-12,1.87360E-04,4.89908E-01,9.62000E-01
MSC_vo_10800_m01_fd_0075,4.36683E+00,1.08000E-05,1.13458E+00,3.31862E-01,2.47171E-10,1.76515E-15,1.37510E-05,2.92497E-01,8.83456E-01
MSC_vo_10800_m01_fd_0028,1.62535E+00,1.08000E-05,5.31425E-01,6.17074E-02,3.42351E-11,9.09896E-17,5.15662E-06,1.16117E-01,5.48908E-01
MSC_vo_10800_m01_fd_0010,6.05491E-01,1.08000E-05,2.04283E-01,3.55032E-03,4.75045E-12,4.70273E-18,1.89076E-06,1.73794E-02,9.00177E-02
MSC_vo_10800_m02_g2_1435,8.34973E+01,1.08000E-05,1.96148E+00,9.68909E-01,1.15510E-07,1.23830E-11,3.54260E-04,4.93969E-01,9.64300E-01
MSC_vo_10800_m01_fd_0200,1.16241E+01,1.08000E-05,1.66552E+00,7.03183E-01,1.75173E-09,3.33031E-14,3.64401E-05,4.22200E-01,9.60950E-01
MSC_vo_10800_m02_g2_1863,1.08362E+02,1.08000E-05,1.96604E+00,9.73704E-01,2.28180E-07,2.70670E-11,5.93360E-04,4.95263E-01,9.64800E-01
MSC_vo_10800_m01_fd_0005,3.18687E-01,1.08000E-05,1.07637E-01,3.20827E-04,1.30874E-12,6.85544E-19,1.03132E-06,2.98064E-03,2.60740E-02
MSC_vo_10800_m01_fd_0015,8.60405E-01,1.08000E-05,2.92900E-01,1.17661E-02,9.59247E-12,1.34952E-17,2.75020E-06,4.01710E-02,1.81633E-01
MSC_vo_10800_m02_g2_0594,3.45301E+01,1.08000E-05,1.91504E+00,9.22274E-01,1.51950E-08,8.75790E-13,1.07430E-04,4.81596E-01,9.59800E-01
MSC_vo_10800_m03_g1_2790,1.62328E+02,1.08000E-05,1.98972E+00,1.00096E+00,5.78010E-07,9.09900E-11,1.00000E-03,5.03068E-01,9.84400E-01
MSC_vo_10800_m01_fd_0104,6.05801E+00,1.08000E-05,1.35738E+00,4.73824E-01,4.75722E-10,4.71319E-15,1.90795E-05,3.49074E-01,9.24330E-01
MSC_vo_10800_m03_g1_7160,4.16533E+02,1.08000E-05,1.99451E+00,1.01057E+00,3.80580E-06,1.53730E-09,2.56600E-03,5.06674E-01,9.86600E-01
MSC_vo_10800_m01_fd_0534,3.10809E+01,1.08000E-05,1.90896E+00,9.09867E-01,1.25642E-08,6.36823E-13,9.74601E-05,4.76629E-01,9.77800E-01
MSC_vo_10800_m03_g1_3722,2.16545E+02,1.08000E-05,1.99151E+00,1.00446E+00,1.02860E-06,2.16000E-10,1.33400E-03,5.04371E-01,9.85300E-01
MSC_vo_10800_m01_fd_0385,2.23952E+01,1.08000E-05,1.85995E+00,8.68795E-01,6.51991E-09,2.38209E-13,7.03019E-05,4.67106E-01,9.74780E-01
MSC_vo_10800_m01_fd_0144,8.37866E+00,1.08000E-05,1.55954E+00,6.18832E-01,9.10062E-10,1.24707E-14,2.62988E-05,3.96805E-01,9.48432E-01
MSC_vo_10800_m01_fd_0054,3.15511E+00,1.08000E-05,9.13787E-01,2.12934E-01,1.29023E-10,6.65708E-16,9.96947E-06,2.33023E-01,8.11414E-01
MSC_vo_10800_m02_g2_1205,7.01079E+01,1.08000E-05,1.95180E+00,9.59255E-01,7.84720E-08,7.33010E-12,2.81040E-04,4.91472E-01,9.63500E-01
MSC_vo_10800_m03_g1_5162,3.00307E+02,1.08000E-05,1.99318E+00,1.00782E+00,1.97820E-06,5.76110E-10,1.85000E-03,5.05636E-01,9.86000E-01
MSC_vo_10800_m02_g2_2020,1.17495E+02,1.08000E-05,1.96494E+00,9.74174E-01,3.03580E-07,3.45040E-11,7.23820E-04,4.95777E-01,9.64900E-01
MSC_vo_10800_m02_g2_1660,9.65912E+01,1.08000E-05,1.96296E+00,9.71520E-01,1.74560E-07,1.91700E-11,4.69770E-04,4.94925E-01,9.64900E-01
MSC_vo_10800_m01_fd_0039,2.26202E+00,1.08000E-05,7.06575E-01,1.21024E-01,6.63134E-11,2.45294E-16,7.04738E-06,1.71283E-01,7.10512E-01
MSC_vo_10800_m01_fd_0008,4.46157E-01,1.08000E-05,1.52941E-01,1.19137E-03,2.57272E-12,1.88126E-18,1.37510E-06,7.78976E-03,4.88236E-02
MSC_vo_00853_m01_fd_0008,5.64857E+00,8.53000E-07,2.43323E+00,2.43322E+00,2.57645E-12,1.88095E-18,1.39832E-06,9.99999E-01,8.65282E-01
MSC_vo_00853_m01_fd_0039,2.86475E+01,8.53000E-07,2.02415E+00,2.02414E+00,6.64890E-11,2.45489E-16,7.10020E-06,9.99991E-01,7.65790E-01
MSC_vo_00853_m02_g2_0145,1.07017E+02,8.53000E-07,2.06495E+00,2.06479E+00,9.09700E-10,1.28450E-14,2.62970E-05,9.99919E-01,7.61600E-01
MSC_vo_00853_m03_g1_5162,3.80224E+03,8.53000E-07,2.00566E+00,2.00376E+00,1.97830E-06,5.76110E-10,1.85000E-03,9.99054E-01,7.27600E-01
MSC_vo_00853_m02_g2_0055,4.02760E+01,8.53000E-07,2.17872E+00,2.17858E+00,1.28850E-10,6.84730E-16,9.89680E-06,9.99937E-01,7.87100E-01
MSC_vo_00853_m02_g2_0202,1.48562E+02,8.53000E-07,2.04274E+00,2.04257E+00,1.75310E-09,3.43640E-14,3.65060E-05,9.99915E-01,7.60600E-01
MSC_vo_00853_m03_g1_3722,2.74172E+03,8.53000E-07,2.00704E+00,2.00554E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.99254E-01,7.28000E-01
MSC_vo_00853_m03_g1_0932,6.86714E+02,8.53000E-07,2.01771E+00,2.01722E+00,4.03290E-08,3.39400E-12,1.87300E-04,9.99757E-01,7.51900E-01
MSC_vo_00853_m02_g2_0076,5.57459E+01,8.53000E-07,2.08886E+00,2.08871E+00,2.46840E-10,1.81560E-15,1.36980E-05,9.99928E-01,7.72100E-01
MSC_vo_00853_m03_g1_1862,1.37186E+03,8.53000E-07,2.01116E+00,2.01027E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.99555E-01,7.29700E-01
MSC_vo_00853_m03_g1_1435,1.05700E+03,8.53000E-07,2.01328E+00,2.01259E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.99656E-01,7.44900E-01
MSC_vo_00853_m03_g1_7160,5.27380E+03,8.53000E-07,2.00455E+00,2.00225E+00,3.80600E-06,1.53730E-09,2.56600E-03,9.98854E-01,7.27100E-01
MSC_vo_00853_m02_g2_0280,2.06352E+02,8.53000E-07,2.03957E+00,2.03930E+00,3.38230E-09,9.20890E-14,5.07060E-05,9.99863E-01,7.63000E-01
MSC_vo_00853_m02_g2_0105,7.73472E+01,8.53000E-07,2.08203E+00,2.08187E+00,4.75220E-10,4.84970E-15,1.90060E-05,9.99923E-01,7.61900E-01
MSC_vo_00853_m03_g1_2790,2.05527E+03,8.53000E-07,2.00853E+00,2.00733E+00,5.78020E-07,9.09890E-11,1.00000E-03,9.99405E-01,7.27400E-01
MSC_vo_00853_m02_g2_0594,4.37455E+02,8.53000E-07,2.02182E+00,2.02143E+00,1.52240E-08,8.77370E-13,1.07490E-04,9.99808E-01,7.66700E-01
MSC_vo_00853_m01_fd_0015,1.08912E+01,8.53000E-07,2.49909E+00,2.49909E+00,9.57982E-12,1.34859E-17,2.70161E-06,9.99997E-01,8.24278E-01
MSC_vo_00853_m02_g2_0388,2.86075E+02,8.53000E-07,2.03005E+00,2.02977E+00,6.50070E-09,2.45370E-13,7.02960E-05,9.99860E-01,7.64000E-01
MSC_vo_00853_m01_fd_0005,4.03357E+00,8.53000E-07,1.58574E+00,1.58573E+00,1.31369E-12,6.84833E-19,1.00462E-06,9.99999E-01,8.37175E-01
MSC_vo_00853_m03_g1_1660,1.22305E+03,8.53000E-07,2.01205E+00,2.01126E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99606E-01,7.37100E-01
MSC_vo_00853_m03_g1_2020,1.48760E+03,8.53000E-07,2.01058E+00,2.00958E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99505E-01,7.27400E-01
MSC_vo_00853_m03_g1_1205,8.87852E+02,8.53000E-07,2.01492E+00,2.01433E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.99706E-01,7.48100E-01
MSC_vo_00853_m01_fd_0028,2.05758E+01,8.53000E-07,2.19416E+00,2.19414E+00,3.42683E-11,9.09494E-17,5.10454E-06,9.99994E-01,7.84058E-01
MSC_vo_00853_m01_fd_0010,7.65969E+00,8.53000E-07,2.78512E+00,2.78512E+00,4.73799E-12,4.69067E-18,1.90063E-06,9.99998E-01,8.62236E-01
MSC_vo_00853_m02_g2_0538,3.96350E+02,8.53000E-07,2.02475E+00,2.02436E+00,1.24970E-08,6.52560E-13,9.73940E-05,9.99809E-01,7.66700E-01
MSC_vo_00853_m01_fd_0020,1.49280E+01,8.53000E-07,2.34015E+00,2.34014E+00,1.80144E-11,3.47292E-17,3.70623E-06,9.99996E-01,8.03929E-01
MSC_vo_00865_m01_fd_0005,3.97763E+00,8.65000E-07,1.54850E+00,1.54850E+00,1.31371E-12,6.84844E-19,1.00498E-06,9.99998E-01,8.34652E-01
MSC_vo_00865_m02_g2_0388,2.82098E+02,8.65000E-07,2.03379E+00,2.03322E+00,6.50030E-09,2.45350E-13,7.02940E-05,9.99722E-01,7.64500E-01
MSC_vo_00865_m03_g1_2020,1.46696E+03,8.65000E-07,2.01069E+00,2.00960E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.99459E-01,7.27500E-01
MSC_vo_00865_m03_g1_1660,1.20608E+03,8.65000E-07,2.01218E+00,2.01129E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.99559E-01,7.37100E-01
MSC_vo_00865_m03_g1_1205,8.75535E+02,8.65000E-07,2.01508E+00,2.01440E+00,7.84920E-08,7.33510E-12,2.81100E-04,9.99661E-01,7.47900E-01
MSC_vo_00865_m02_g2_0538,3.90880E+02,8.65000E-07,2.02552E+00,2.02504E+00,1.24990E-08,6.52700E-13,9.74010E-05,9.99767E-01,7.67100E-01
MSC_vo_00865_m01_fd_0010,7.56984E+00,8.65000E-07,2.78318E+00,2.78317E+00,4.75860E-12,4.72131E-18,1.89983E-06,9.99998E-01,8.63208E-01
MSC_vo_00865_m01_fd_0028,2.02904E+01,8.65000E-07,2.20312E+00,2.20310E+00,3.42696E-11,9.09496E-17,5.09375E-06,9.99993E-01,7.85442E-01
MSC_vo_00865_m01_fd_0020,1.47209E+01,8.65000E-07,2.34028E+00,2.34027E+00,1.80155E-11,3.47292E-17,3.70330E-06,9.99995E-01,8.04544E-01
MSC_vo_00865_m01_fd_0039,2.82045E+01,8.65000E-07,2.02882E+00,2.02880E+00,6.62746E-11,2.44303E-16,7.10372E-06,9.99990E-01,7.66596E-01
MSC_vo_00865_m01_fd_0008,5.57537E+00,8.65000E-07,2.40371E+00,2.40371E+00,2.58123E-12,1.88618E-18,1.40422E-06,9.99998E-01,8.64913E-01
MSC_vo_00865_m02_g2_0145,1.05524E+02,8.65000E-07,2.06620E+00,2.06607E+00,9.09570E-10,1.28420E-14,2.62950E-05,9.99936E-01,7.61600E-01
MSC_vo_00865_m03_g1_5162,3.74947E+03,8.65000E-07,2.00572E+00,2.00362E+00,1.97820E-06,5.76100E-10,1.85000E-03,9.98956E-01,7.28100E-01
MSC_vo_00865_m02_g2_0055,3.97234E+01,8.65000E-07,2.18185E+00,2.18178E+00,1.28890E-10,6.85050E-16,9.89840E-06,9.99968E-01,7.88100E-01
MSC_vo_00865_m02_g2_0202,1.46462E+02,8.65000E-07,2.04727E+00,2.04702E+00,1.75220E-09,3.43370E-14,3.64960E-05,9.99880E-01,7.61200E-01
